C2SLogin,1001
S2CLogin,2001
C2SPing,1002
S2CPong,2002
C2SChat,1003
S2CChat,2003
C2SInitCanvas,1004
S2CInitCanvas,2004
C2SClearCanvas,1005
S2CClearCanvas,2005
C2SDrawPencil,1006
S2CDrawPencil,2006
C2SDrawLine,1007
S2CDrawLine,2007
C2SDrawRect,1008
S2CDrawRect,2008
C2SDrawOval,1009
S2CDrawOval,2009
C2SDrawText,1010
S2CDrawText,2010
C2SDrawEraser,1011
S2CDrawEraser,2011
